Purity of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;LevelOfSale;DrugGroup;Drug;Specify;Year;Typical;Minimum;Maximum;Measurement
Europe;Western and Central Europe;Spain;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;71,5;71;72;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Opioids;Heroin;;2020;41,5;41;42;% (percent)
Europe;Western and Central Europe;Spain;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;34;;;% (percent)
Europe;Western and Central Europe;Spain;Retail;Opioids;Heroin;;2021;22;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;72;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Opioids;Heroin;;2021;43;;;% (percent)
Europe;Western and Central Europe;Spain;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;35;;;% (percent)
Europe;Western and Central Europe;Spain;Retail;Opioids;Heroin;;2022;23,5;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;71;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Opioids;Heroin;;2022;42;;;% (percent)
Europe;Western and Central Europe;Spain;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;35;;;% (percent)
Europe;Western and Central Europe;Spain;Retail;Opioids;Heroin;;2023;24;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;72,5;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Opioids;Heroin;;2023;42,5;;;% (percent)
Europe;Western and Central Europe;Spain;Retail;Cocaine-type;Cocaine salts;;2019;45;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Cocaine-type;Cocaine salts;;2019;69,5;;;% (percent)
Europe;Western and Central Europe;Spain;Wholesale;Opioids;Heroin;;2019;40,5;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;35;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;45;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Opioids;Heroin;;2020;23;;;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;“Ecstasy”-type substances;MDMA;;2020;138;;;mg/tablet
Europe;Western and Central Europe;Sweden;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;33;;;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;97;;;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;9;;16;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;27;1;35;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;80;;;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Opioids;Heroin;;2020;26;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;42;1;100;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;71;2;90;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Opioids;Heroin;;2021;24;12;35;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;“Ecstasy”-type substances;MDMA;;2021;164;65;216;mg/tablet
Europe;Western and Central Europe;Sweden;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;29;2;69;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;12;4;16;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;25;6;33;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;63;9;92;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Opioids;Heroin;;2021;19;2;33;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;38;13;88;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;83;17;88;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Opioids;Heroin;;2022;17;5;28;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;26;3;60;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;14;6;19;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;29;9;35;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;79;19;91;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Opioids;Heroin;;2022;20;10;55;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2023;29;3;46;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14;6;17;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2023;28;4;34;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;84;19;90;% (percent)
Europe;Western and Central Europe;Sweden;Wholesale;Opioids;Heroin;;2023;17;3;27;% (percent)
Europe;Western and Central Europe;Sweden;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;84;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;190;;;mg/tablet
Europe;Western and Central Europe;Sweden;Retail;ATS;Amphetamine;;2019;31;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;ATS;Methamphetamine;;2019;88;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Cannabis-type;Hashish (resin);;2019;12;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Cannabis-type;Marijuana (herb);;2019;27;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Cocaine-type;Cocaine salts;;2019;65;;;% (percent)
Europe;Western and Central Europe;Sweden;Retail;Opioids;Heroin;;2019;22;;;% (percent)
Europe;Western and Central Europe;Switzerland;Retail;“Ecstasy”-type substances;MDMA;;2022;154;40,5;560;mg/tablet
Europe;Western and Central Europe;Switzerland;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;14,4;1,2;73,5;% (percent)
Europe;Western and Central Europe;Switzerland;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2022;14,4;2,1;17,3;mg/tablet
Europe;Western and Central Europe;Switzerland;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;13,44;1;31,86;% (percent)
Europe;Western and Central Europe;Switzerland;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;28;;52,64;% (percent)
Europe;Western and Central Europe;Switzerland;Retail;Cannabis-type drugs;Cannabis/hashish oil;;2022;;;85,38;% (percent)
Europe;Western and Central Europe;Switzerland;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;88,8;3,5;100;% (percent)
Europe;Western and Central Europe;Switzerland;Retail;Opioids;Opioids;;2022;19,1;0,7;66,4;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;“Ecstasy”-type substances;MDMA;;2020;77;3;89;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;12;1;73;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;71;1;82;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;“Crack” cocaine;;2020;67;1;100;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;63;1;96;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Opioids;Heroin;;2020;43;1;87;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;“Ecstasy”-type substances;MDMA;;2020;80;1;90;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;9;1;72;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;76;12;85;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2020;55;1;100;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;69;1;98;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Opioids;Heroin;;2020;47;1;82;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;“Ecstasy”-type substances;MDMA;;2021;82;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;11;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;82;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;“Crack” cocaine;;2021;66;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;60;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Opioids;Heroin;;2021;34;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;“Ecstasy”-type substances;MDMA;;2021;78;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;8;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;78;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2021;59;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;68;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Opioids;Heroin;;2021;45;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;“Crack” cocaine;;2022;75;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;66;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Opioids;Opioids;;2022;43;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2022;72;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;71;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Opioids;Heroin;;2022;49;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;“Crack” cocaine;;2023;78;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;72;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Opioids;Heroin;;2023;33;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2023;65;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;71;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Opioids;Heroin;;2023;44;;;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;77;5;89;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;ATS;Amphetamine;;2019;13;1;67;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;ATS;Methamphetamine;;2019;79;12;87;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type;Coca paste/cocaine base;Cocaine base;2019;74;5;100;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type;Cocaine salts;;2019;66;1;100;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Cocaine-type;Crack;;2019;74;5;100;% (percent)
Europe;Western and Central Europe;United Kingdom;Retail;Opioids;Heroin;Heroin no 2 (Heroin base);2019;48;1;84;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;71;12;92;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;ATS;Amphetamine;;2019;13;1;72;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;ATS;Methamphetamine;;2019;64;33;82;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type;Coca paste/cocaine base;Cocaine base;2019;66;1;97;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Cocaine-type;Crack;;2019;66;1;97;% (percent)
Europe;Western and Central Europe;United Kingdom;Wholesale;Opioids;Heroin;Heroin no 2 (Heroin base);2019;49;1;84;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;48,4;0,9;90,9;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;“Ecstasy”-type substances;MDMA;;2020;56,34596;0,9;90,9;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;10;0,6;18,2;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Amphetamine-type stimulants;;2020;77,6;0,3;100;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;67,78333;0,3;100;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;51,09306;0,8;100;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2020;63,3;0,2;200;mg/tablet
Oceania;Australia and New Zealand;Australia;Retail;Opioids;Heroin;;2020;56,42222;0,8;87,4;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Sedatives and tranquilizers (please specify);Gamma-Butyrolactone (GBL);;2020;95,25;91;97,5;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;43,5;0,7;84;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;“Ecstasy”-type substances;MDMA;;2020;50,54807;1;85;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;20,25;6;48,4;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Amphetamine-type stimulants;Amphetamine-type stimulants;;2020;75,9;0,3;98,4;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;70,53142;0,3;98,4;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;57,19;1;87,5;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2020;93;93;93;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Opioids;Heroin;;2020;53,515;0,7;89,1;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Sedatives and tranquilizers (please specify);Gamma-Butyrolactone (GBL);;2020;93,86066;80;99;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2021;39,24;0,8;88;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;“Ecstasy”-type substances;MDMA;;2021;40,63;1,5;88;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;8;0,7;15,3;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Amphetamine-type stimulants;;2021;79,81;0,3;99,9;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;79,89;0,3;99,9;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;38,47;1,1;89;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Opioids;Heroin;;2021;47,73;1,5;87,4;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2021;27,88;0,4;90;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;“Ecstasy”-type substances;MDMA;;2021;28,82;0,4;90;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;5,4;0,7;14,8;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Amphetamine-type stimulants;Amphetamine-type stimulants;;2021;78,29;0,1;100;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;78,97;0,29;100;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;44,3;1;89;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Opioids;Heroin;;2021;46,98;3,4;83,8;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;“Ecstasy”-type substances;MDMA;;2022;;0,6;90,9;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;;2,2;4;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;;0,3;100;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2022;;2,2;83,7;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;;1,3;95,7;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Opioids;Heroin;;2022;;1,1;97,5;% (percent)
Oceania;Australia and New Zealand;Australia;Retail;Sedatives and tranquilizers (please specify);Gamma-Butyrolactone (GBL);;2022;;92;96;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;“Ecstasy”-type substances;MDMA;;2022;;0,4;85;% (percent)
Oceania;Australia and New Zealand;Australia;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;;8;84,1;% (percent)
