Purity of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;LevelOfSale;DrugGroup;Drug;Specify;Year;Typical;Minimum;Maximum;Measurement
Europe;Western and Central Europe;Estonia;Retail;“Ecstasy”-type substances;MDMA;;2021;38;1;80;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;10;0,1;73;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;76;1;80;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;15;0,21;34;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;26;0,7;40;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;45;0,63;87;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Opioids;Fentanyl;;2021;0,038;0,031;0,083;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Opioids;Heroin;;2021;34;5,9;55;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Sedatives and tranquilizers (please specify);Gamma-Butyrolactone (GBL);;2021;97;13;100;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Sedatives and tranquilizers (please specify);Gamma-Hydroxybutyric acid (GHB);;2021;52;5;77;% (percent)
Europe;Western and Central Europe;Estonia;Retail;“Ecstasy”-type substances;MDMA;;2022;40;12;78;
Europe;Western and Central Europe;Estonia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;19;1;72;
Europe;Western and Central Europe;Estonia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;;1;79;
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;12,1;0,1;41;
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;29;2,8;43;
Europe;Western and Central Europe;Estonia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;58;0,03;81;
Europe;Western and Central Europe;Estonia;Retail;Opioids;Fentanyl;;2022;1,9;1,4;3,7;
Europe;Western and Central Europe;Estonia;Retail;Opioids;Heroin;;2022;21;20;23;
Europe;Western and Central Europe;Estonia;Retail;Opioids;Methadone;;2022;3,1;0,02;15;
Europe;Western and Central Europe;Estonia;Retail;Sedatives and tranquilizers (please specify);Gamma-Butyrolactone (GBL);;2022;92;7;100;
Europe;Western and Central Europe;Estonia;Retail;Sedatives and tranquilizers (please specify);Gamma-Hydroxybutyric acid (GHB);;2022;46;39;50;
Europe;Western and Central Europe;Estonia;Retail;“Ecstasy”-type substances;MDMA;;2023;43;1;83;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;19;0,6;93;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;27;1;80;
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;15;0,1;40;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;24;0,9;42;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;70;1;86;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Sedatives and tranquilizers (please specify);Gamma-Butyrolactone (GBL);;2023;90;9;100;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Sedatives and tranquilizers (please specify);Gamma-Hydroxybutyric acid (GHB);;2023;40;1;60;% (percent)
Europe;Western and Central Europe;Estonia;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;70;1,1;84;% (percent)
Europe;Western and Central Europe;Estonia;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;153;61;240;mg/tablet
Europe;Western and Central Europe;Estonia;Retail;ATS;Amphetamine;;2019;16,4;0,1;73;% (percent)
Europe;Western and Central Europe;Estonia;Retail;ATS;Methamphetamine;;2019;14,7;0,6;80;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type;Cannabis oil;;2019;28;3;42;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type;Hashish (resin);;2019;20,7;1,4;38;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cannabis-type;Marijuana (herb);;2019;13,7;0,23;35;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Cocaine-type;Cocaine salts;;2019;51;0,9;86;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Opioids;Heroin;;2019;25;0,29;44;% (percent)
Europe;Western and Central Europe;Estonia;Retail;Sedatives and Tranquillizers;GHB;;2019;45;15;77;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;78;13,5;82;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;162;78;242;mg/tablet
Europe;Western and Central Europe;Estonia;Wholesale;ATS;Amphetamine;;2019;38;0,1;73;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;ATS;Methamphetamine;;2019;10,8;0,7;22;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;Cannabis-type;Cannabis oil;;2019;7,3;0,34;7,3;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;Cannabis-type;Hashish (resin);;2019;18;0,55;37;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;Cannabis-type;Marijuana (herb);;2019;13,8;0,05;33;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;Cocaine-type;Cocaine salts;;2019;63;0,9;86;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;Opioids;Pharmaceutical opioids;Fentanyl;2019;29;1,2;82;% (percent)
Europe;Western and Central Europe;Estonia;Wholesale;Sedatives and Tranquillizers;GHB;;2019;46;30;83;% (percent)
Europe;Western and Central Europe;Finland;Retail;“Ecstasy”-type substances;MDMA;;2020;84,5;1;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;27,6;1;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;36,9;1;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;2,3;0,1;15;% (percent)
Europe;Western and Central Europe;Finland;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;48,2;1;96;% (percent)
Europe;Western and Central Europe;Finland;Retail;Opioids;Heroin;;2020;38,9;3;69;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;“Ecstasy”-type substances;MDMA;;2020;70,4;1;100;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;49,4;22;96;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;42,3;3;87;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;11,7;10;13;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;87,3;26;97;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Opioids;Heroin;;2020;37,2;20;44;% (percent)
Europe;Western and Central Europe;Finland;Retail;“Ecstasy”-type substances;MDMA;;2021;83;10;96;% (percent)
Europe;Western and Central Europe;Finland;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;25;1;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;40;2;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;51;2;94;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;“Ecstasy”-type substances;MDMA;;2021;77;29;96;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;53;1;98;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;76;52;95;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;“Ecstasy”-type substances;MDMA;;2022;73;1;98;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;15;1;99;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;17;2;96;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;11;0,1;18;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;67;7;100;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Opioids;Heroin;;2022;44;5;52;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;“Ecstasy”-type substances;MDMA;;2023;80;22;96;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2023;18;1;95;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;28;2;100;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;16;10;21;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;75;1;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;84,7;1;97;% (percent)
Europe;Western and Central Europe;Finland;Retail;ATS;Amphetamine;;2019;23,5;1;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;ATS;Methamphetamine;Crystalline Methamphetamine;2019;20,4;1;100;% (percent)
Europe;Western and Central Europe;Finland;Retail;Cannabis-type;Marijuana (herb);;2019;5,3;0,1;17;% (percent)
Europe;Western and Central Europe;Finland;Retail;Cocaine-type;Cocaine salts;;2019;50,9;5;98;% (percent)
Europe;Western and Central Europe;Finland;Retail;Opioids;Heroin;White;2019;35,8;9;68;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;84,4;20;97;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;ATS;Amphetamine;;2019;37;6;68;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;ATS;Methamphetamine;Crystalline Methamphetamine;2019;40,6;9;100;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cannabis-type;Marijuana (herb);;2019;17,1;14;22;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Cocaine-type;Cocaine salts;;2019;95,2;88;100;% (percent)
Europe;Western and Central Europe;Finland;Wholesale;Opioids;Heroin;White;2019;55,3;38;66;% (percent)
Europe;Western and Central Europe;France;Retail;“Ecstasy”-type substances;“Ecstasy”-type substances;;2020;33,5;;;% (percent)
Europe;Western and Central Europe;France;Retail;“Ecstasy”-type substances;MDMA;;2020;59,2;;;% (percent)
Europe;Western and Central Europe;France;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;29;;;% (percent)
Europe;Western and Central Europe;France;Retail;Amphetamine-type stimulants;Methamphetamine tablets;;2020;79;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;13;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2020;26,7;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;63,5;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cocaine-type drugs;Cocaine-type drugs;;2020;64;;;% (percent)
Europe;Western and Central Europe;France;Retail;Opioids;Heroin;;2020;20,3;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;“Ecstasy”-type substances;MDMA;;2021;60;;96;% (percent)
Europe;Western and Central Europe;France;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;32;;73;% (percent)
Europe;Western and Central Europe;France;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;76;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;13;;35;% (percent)
Europe;Western and Central Europe;France;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;28;;51;% (percent)
Europe;Western and Central Europe;France;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2021;67;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;66;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Opioids;Heroin;;2021;17;;86;% (percent)
Europe;Western and Central Europe;France;Wholesale;“Ecstasy”-type substances;MDMA;;2022;28;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;27;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;78;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;14;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;30;;50,5;% (percent)
Europe;Western and Central Europe;France;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;72;;;% (percent)
Europe;Western and Central Europe;France;Wholesale;Opioids;Heroin;;2022;20;;;% (percent)
Europe;Western and Central Europe;France;Retail;“Ecstasy”-type substances;MDMA;;2023;30;;;% (percent)
Europe;Western and Central Europe;France;Retail;Amphetamine-type stimulants;Amphetamine-type stimulants;;2023;24;;;
Europe;Western and Central Europe;France;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;29;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cocaine-type drugs;Cocaine-type drugs;;2023;73;;;% (percent)
Europe;Western and Central Europe;France;Retail;Opioids;Heroin;;2023;16;;;% (percent)
Europe;Western and Central Europe;France;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;33;;;mg/tablet
Europe;Western and Central Europe;France;Retail;ATS;Amphetamine;;2019;29;;;% (percent)
Europe;Western and Central Europe;France;Retail;ATS;Methamphetamine;;2019;67;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cannabis-type;Hashish (resin);;2019;28,2;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cannabis-type;Marijuana (herb);;2019;11,7;;;% (percent)
Europe;Western and Central Europe;France;Retail;Cocaine-type;Cocaine salts;;2019;66;;;% (percent)
Europe;Western and Central Europe;France;Retail;Opioids;Heroin;;2019;19;;;% (percent)
Europe;Western and Central Europe;Germany;Retail;“Ecstasy”-type substances;MDMA;;2020;147;73,3;217;mg/tablet
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Amphetamine powder;;2020;14,5;5;49;% (percent)
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2020;33;19;33,8;mg/tablet
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2020;76,6;49,3;81,9;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2020;13,7;1,3;18,1;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2020;20,4;1,1;34,5;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;77;44,9;85,3;% (percent)
Europe;Western and Central Europe;Germany;Retail;Opioids;Heroin;;2020;24,6;9,2;40;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;“Ecstasy”-type substances;MDMA;;2020;147;73,3;217;mg/tablet
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2020;14,5;5;49;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2020;33;19;33,8;mg/tablet
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2020;76,6;49,3;81,9;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;13,7;1,3;18,1;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;20,4;1,1;34,5;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;79,6;58,3;85,7;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Opioids;Heroin;;2020;52,5;12,4;58,9;% (percent)
Europe;Western and Central Europe;Germany;Retail;“Ecstasy”-type substances;MDMA;;2021;140;74,6;200,1;mg/tablet
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Amphetamine powder;;2021;13,7;5,9;40;% (percent)
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2021;78,9;59,3;81;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2021;13,8;5,1;19;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2021;20,4;1,2;33,7;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis/hashish oil;;2021;53,8;23,6;70,5;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2021;86,7;39,6;95,7;% (percent)
Europe;Western and Central Europe;Germany;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2021;58,6;12,6;110;
Europe;Western and Central Europe;Germany;Retail;Opioids;Heroin;;2021;18,7;9,6;43,6;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;“Ecstasy”-type substances;MDMA;;2021;140;74,6;200,1;mg/tablet
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;13,7;5,9;40;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2021;78,9;59,3;81;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;13,8;5,1;19;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;20,4;1,2;33,7;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis/hashish oil;;2021;53,8;23,6;70,5;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;92,2;67,6;97,8;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2021;58,6;12,6;110;...
Europe;Western and Central Europe;Germany;Wholesale;Opioids;Heroin;;2021;27,1;9,5;52,5;% (percent)
Europe;Western and Central Europe;Germany;Retail;“Ecstasy”-type substances;MDMA;;2022;128,9;65;188;mg/tablet
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Amphetamine powder;;2022;10,6;4,8;27,4;% (percent)
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Amphetamine tablets;;2022;16,9;5;34;mg/tablet
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2022;78,3;13;81;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2022;13,9;4;18;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2022;25,8;3;35;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2022;86,7;26;96;% (percent)
Europe;Western and Central Europe;Germany;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2022;53;22;78;
Europe;Western and Central Europe;Germany;Retail;Opioids;Heroin;;2022;20,3;10;51;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;“Ecstasy”-type substances;MDMA;;2022;128,9;65;188;mg/tablet
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2022;10,6;4,8;27,4;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2022;16,9;5;34;mg/tablet
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2022;78,3;13;81;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2022;13,9;4;18;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2022;25,8;3;35;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2022;89,6;77;96;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2022;53;22;78;...
Europe;Western and Central Europe;Germany;Wholesale;Opioids;Heroin;;2022;35,5;12;56;% (percent)
Europe;Western and Central Europe;Germany;Retail;“Ecstasy”-type substances;MDMA;;2023;123,2;67,7;172;mg/tablet
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Amphetamine powder;;2023;10,4;3,5;28;% (percent)
Europe;Western and Central Europe;Germany;Retail;Amphetamine-type stimulants;Methamphetamine powder;;2023;78,7;63,2;81,2;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14,4;6,9;18,4;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type drugs;Cannabis resin (hashish);;2023;26,6;8,1;35,1;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cocaine-type drugs;“Crack” cocaine;;2023;88,4;69,9;95;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2023;90,1;62,3;94,8;% (percent)
Europe;Western and Central Europe;Germany;Retail;Hallucinogens;Lysergic acid diethylamide (LSD);;2023;44,8;4,2;85;
Europe;Western and Central Europe;Germany;Retail;Opioids;Heroin;;2023;13,5;5;40;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;“Ecstasy”-type substances;MDMA;;2023;123,2;67,7;172;mg/tablet
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2023;10,4;3,5;28;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Amphetamine-type stimulants;Methamphetamine powder;;2023;78,7;63,2;81,2;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2023;14,4;6,9;18,4;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2023;26,6;8,1;35,1;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2023;90,3;63,2;95,5;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2023;44,8;4,2;85;
Europe;Western and Central Europe;Germany;Wholesale;Opioids;Heroin;;2023;32,5;6,3;54,7;% (percent)
Europe;Western and Central Europe;Germany;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;77,8;21,2;84,8;% (percent)
Europe;Western and Central Europe;Germany;Retail;“Ecstasy”-type substances;Ecstasy-type substances;;2019;146;65,3;230,5;mg/tablet
Europe;Western and Central Europe;Germany;Retail;ATS;Amphetamine;;2019;17,2;3,5;71,5;% (percent)
Europe;Western and Central Europe;Germany;Retail;ATS;Methamphetamine;;2019;74,2;12,6;81,1;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type;Hashish (resin);;2019;22,6;0,5;38,9;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cannabis-type;Marijuana (herb);;2019;13,7;0,7;21;% (percent)
Europe;Western and Central Europe;Germany;Retail;Cocaine-type;Cocaine salts;;2019;76,4;20,1;86,3;% (percent)
Europe;Western and Central Europe;Germany;Retail;Opioids;Heroin;;2019;25,8;5,4;42,5;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;77,8;21,2;84,8;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;“Ecstasy”-type substances;Ecstasy-type substances;;2019;146;65,3;230,5;mg/tablet
Europe;Western and Central Europe;Germany;Wholesale;ATS;Amphetamine;;2019;15,5;1,3;72,8;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;ATS;Methamphetamine;;2019;78,9;49,6;82;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type;Hashish (resin);;2019;22,6;0,5;38,9;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cannabis-type;Marijuana (herb);;2019;13,7;0,7;21;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Cocaine-type;Cocaine salts;;2019;81,6;52,1;87,6;% (percent)
Europe;Western and Central Europe;Germany;Wholesale;Opioids;Heroin;;2019;54,8;20,1;75,1;% (percent)
Europe;Western and Central Europe;Gibraltar;Retail;Cocaine-type drugs;Cocaine hydrochloride;;2020;70;40;98;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;“Ecstasy”-type substances;MDMA;;2020;0;;;
Europe;Western and Central Europe;Gibraltar;Wholesale;Amphetamine-type stimulants;Amphetamine-type stimulants;;2020;0;;;
Europe;Western and Central Europe;Gibraltar;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2020;0;;;
Europe;Western and Central Europe;Gibraltar;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2020;0;;;
Europe;Western and Central Europe;Gibraltar;Wholesale;Cannabis-type drugs;Cannabis/hashish oil;;2020;0;;;
Europe;Western and Central Europe;Gibraltar;Wholesale;Cannabis-type drugs;Cannabis-type drugs;;2020;0;;;
Europe;Western and Central Europe;Gibraltar;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2020;70;40;98;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;“Ecstasy”-type substances;“Ecstasy”-type substances;;2021;80;2;130;mg/tablet
Europe;Western and Central Europe;Gibraltar;Wholesale;“Ecstasy”-type substances;MDMA;;2021;70;30;120;mg/tablet
Europe;Western and Central Europe;Gibraltar;Wholesale;Amphetamine-type stimulants;Amphetamine powder;;2021;15;10;50;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Amphetamine-type stimulants;Amphetamine tablets;;2021;15;10;50;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Cannabis-type drugs;Cannabis herb (marijuana);;2021;16;9;17,7;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Cannabis-type drugs;Cannabis resin (hashish);;2021;19;1;20;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Cannabis-type drugs;Cannabis-type drugs;;2021;15;5;17,7;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Cocaine-type drugs;“Crack” cocaine;;2021;30;20;60;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Cocaine-type drugs;Cocaine hydrochloride;;2021;50;10;78;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Hallucinogens;Lysergic acid diethylamide (LSD);;2021;60;40;70;% (percent)
Europe;Western and Central Europe;Gibraltar;Wholesale;Opioids;Fentanyl;;2021;1;1;1;% (percent)
