Prices of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;DrugGroup;Drug;Specify;LevelOfSale;Year;Typical_USD;Minimum_USD;Maximum_USD;Unit
Africa;North Africa;Australia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;;$120.856,35;$151.933,70;Litres
Asia;Near and Middle East/ South-West Asia;Ecuador;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$5,00;$3,00;$10,00;Grams
Asia;Near and Middle East/ South-West Asia;El Salvador;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$25,00;$20,00;$35,00;Grams
Europe;Western and Central Europe;El Salvador;Cocaine-type drugs;Cocaine-type drugs;;Retail;2023;$25,14;$20,00;$40,00;Grams
Africa;North Africa;Luxembourg;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$44,28;$23,72;$71,17;Grams
Africa;North Africa;Türkiye;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$44,48;;;Grams
Asia;South Asia;Zambia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$47,35;$41,43;$71,02;Grams
Europe;Western and Central Europe;Andorra;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$52,69;$52,69;$63,22;Grams
Asia;South Asia;Türkiye;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$53,35;;;Grams
Europe;Eastern Europe;Andorra;Cocaine-type drugs;Cocaine-type drugs;;Retail;2023;$54,05;$54,05;$86,49;Grams
Asia;East and South-East Asia;Türkiye;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$57,84;;;Grams
Europe;Eastern Europe;Luxembourg;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$59,58;$21,07;$94,84;Grams
Asia;East and South-East Asia;Türkiye;Cocaine-type drugs;Cocaine-type drugs;;Retail;2023;$62,59;;;Grams
Asia;Near and Middle East/ South-West Asia;France;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$75,51;$60,64;$91,53;Grams
Europe;Eastern Europe;Cyprus;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$94,90;$23,72;$189,80;Grams
Europe;Eastern Europe;Syrian Arab Republic;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$102,00;$110,00;$120,00;Grams
Europe;Western and Central Europe;Cyprus;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$105,37;$10,54;$351,24;Grams
Europe;Western and Central Europe;Estonia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2023;$108,11;$46,49;$162,16;Grams
Asia;Near and Middle East/ South-West Asia;Cyprus;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$114,42;$4,23;$572,08;Grams
Asia;East and South-East Asia;Iceland;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$120,89;;;
Asia;South Asia;Estonia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$126,45;$94,84;$158,06;Grams
Oceania;Australia and New Zealand;China;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$128,52;;;Grams
Asia;South Asia;Estonia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$137,30;$114,42;$171,62;Grams
Asia;South Asia;Estonia;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$148,28;$94,90;$177,94;
Europe;Western and Central Europe;Israel;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$179,37;$149,48;$209,27;Grams
Europe;South-Eastern Europe;Japan;Cocaine-type drugs;Cocaine-type drugs;;Retail;2021;$182,56;;;Grams
Asia;Near and Middle East/ South-West Asia;Japan;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$187,89;;;Grams
Oceania;Australia and New Zealand;Israel;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$204,56;$102,28;$292,23;Grams
Africa;North Africa;State of Palestine;Cocaine-type drugs;Cocaine-type drugs;;Retail;2023;$70.000,00;$68.000,00;$75.000,00;Kilograms
Oceania;Australia and New Zealand;Sri Lanka;Cocaine-type drugs;Cocaine-type drugs;;Retail;2023;$84.023,34;;;Kilograms
Oceania;Australia and New Zealand;United Kingdom;Cocaine-type drugs;Cocaine-type drugs;;Retail;2022;$98.887,52;$88.998,76;$123.609,39;Kilograms
Asia;Central Asia and Transcaucasia;Sri Lanka;Cocaine-type drugs;Cocaine-type drugs;;Retail;2020;$102.370,69;;;
Oceania;Australia and New Zealand;Albania;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;;$24.236,04;$27.397,26;Kilograms
Americas;South America;Uzbekistan;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;;$32.000,00;$41.000,00;Kilograms
Americas;Central America;Serbia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;;$34.324,94;$45.766,59;Kilograms
Americas;Central America;Serbia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2021;;$35.587,19;$47.449,58;Kilograms
Europe;Western and Central Europe;Malaysia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;;$47.596,38;$47.596,38;Kilograms
Europe;South-Eastern Europe;Israel;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2021;;$52.501,54;$77.208,15;Kilograms
Africa;Southern Africa;Azerbaijan;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;;$88.443,40;$117.924,53;Kilograms
Europe;Western and Central Europe;Australia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;;$103.591,16;$310.773,48;Kilograms
Europe;South-Eastern Europe;Egypt;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;;$114.155,25;$139.523,08;Kilograms
Europe;Western and Central Europe;Australia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;;$236.439,50;$292.072,32;Kilograms
Europe;South-Eastern Europe;Panama;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$2,00;$1,00;$10,00;Units
Europe;Western and Central Europe;Panama;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;$10,00;$5,00;$15,00;Grams
Europe;South-Eastern Europe;Zambia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2021;$29,96;;;
Europe;Western and Central Europe;Poland;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;$67,42;$67,42;$67,42;Grams
Europe;Western and Central Europe;Gibraltar;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$74,53;;;Grams
Asia;Near and Middle East/ South-West Asia;State of Palestine;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$80,00;$75,00;$85,00;Grams
Europe;Western and Central Europe;China;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;$91,67;$72,46;$110,87;Grams
Europe;Western and Central Europe;China;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2021;$97,71;;;Grams
Europe;Western and Central Europe;Latvia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;$102,97;$102,97;$148,74;Grams
Europe;Western and Central Europe;Syrian Arab Republic;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2021;$110,00;$100,00;$115,00;Grams
Europe;Western and Central Europe;Japan;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$178,25;;;
Asia;East and South-East Asia;Japan;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;$183,46;;;Grams
Europe;Western and Central Europe;El Salvador;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;$14.000,00;$12.500,00;$15.000,00;Kilograms
Europe;Western and Central Europe;El Salvador;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$15.000,00;$14.000,00;$17.000,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Spain;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;$37.678,61;;;Kilograms
Asia;East and South-East Asia;France;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;$38.329,52;$34.324,94;$45.766,59;Kilograms
Asia;East and South-East Asia;Estonia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;$51.487,41;$40.045,77;$80.091,53;Kilograms
Asia;Near and Middle East/ South-West Asia;Estonia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2022;$52.687,04;$26.343,52;$79.030,56;Kilograms
Asia;Near and Middle East/ South-West Asia;Estonia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$54.054,05;$32.432,43;$91.891,89;Kilograms
Asia;South Asia;Zambia;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$60.000,00;$60.000,00;$60.000,00;Kilograms
Europe;Western and Central Europe;Sri Lanka;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2023;$76.384,86;;;Kilograms
Asia;South Asia;Israel;Cocaine-type drugs;Cocaine-type drugs;;Wholesale;2020;$102.279,37;$93.512,57;$116.890,71;Kilograms
Africa;East Africa;China, Macao SAR;Opioids;Heroin;;Retail;2022;;;$173,65;Grams
Europe;Western and Central Europe;China, Macao SAR;Opioids;Heroin;;Retail;2023;;;$173,65;Grams
Asia;East and South-East Asia;China, Macao SAR;Opioids;Heroin;;Retail;2021;;;$175,04;Grams
Europe;Western and Central Europe;China, Macao SAR;Opioids;Heroin;;Retail;2020;;;$175,39;Grams
Europe;Western and Central Europe;Albania;Opioids;Heroin;;Retail;2023;;$0,10;;Grams
Europe;Western and Central Europe;Ukraine;Opioids;Heroin;;Retail;2021;;$4,39;$73,55;Grams
Europe;Western and Central Europe;Egypt;Opioids;Heroin;;Retail;2019;;$7,11;$11,84;Gram
Europe;Western and Central Europe;Egypt;Opioids;Heroin;;Retail;2020;;$7,61;$12,68;Grams
Oceania;Australia and New Zealand;South Africa;Opioids;Heroin;;Retail;2023;;$8,35;$24,33;Grams
Europe;Western and Central Europe;Kyrgyzstan;Opioids;Heroin;;Retail;2020;;$10,00;$15,00;Units
Europe;Western and Central Europe;Bosnia and Herzegovina;Opioids;Heroin;;Retail;2023;;$11,06;$22,12;Grams
Asia;East and South-East Asia;Singapore;Opioids;Heroin;;Retail;2021;;$11,18;$14,90;Grams
Asia;East and South-East Asia;Albania;Opioids;Heroin;;Retail;2021;;$11,86;$23,72;Grams
Europe;Western and Central Europe;Kyrgyzstan;Opioids;Heroin;;Retail;2019;;$15,00;$25,00;Gram
Asia;East and South-East Asia;Serbia;Opioids;Heroin;;Retail;2022;;$15,81;$21,07;Grams
Europe;Western and Central Europe;Montenegro;Opioids;Heroin;;Retail;2019;;$16,80;$22,40;Gram
Asia;East and South-East Asia;Serbia;Opioids;Heroin;;Retail;2019;;$16,80;$22,40;Gram
Oceania;Australia and New Zealand;Albania;Opioids;Heroin;Brown;Retail;2019;;$16,80;$22,40;Gram
Americas;North America;Serbia;Opioids;Heroin;;Retail;2021;;$17,79;$23,72;Grams
Europe;Western and Central Europe;Kyrgyzstan;Opioids;Heroin;;Retail;2021;;$18,00;$30,00;Grams
Europe;Western and Central Europe;United States of America;Opioids;Heroin;;Retail;2019;;$20,00;$400,00;Gram
Asia;East and South-East Asia;North Macedonia;Opioids;Heroin;;Retail;2022;;$21,07;$33,72;Grams
Europe;Western and Central Europe;Croatia;Opioids;Heroin;;Retail;2022;;$21,07;$40,04;Grams
Asia;East and South-East Asia;Oman;Opioids;Heroin;;Retail;2020;;$26,04;;Grams
Asia;East and South-East Asia;India;Opioids;Heroin;;Retail;2019;;$28,42;$85,27;Gram
Europe;Western and Central Europe;Thailand;Opioids;Heroin;;Retail;2019;;$33,00;$66,00;Gram
Asia;East and South-East Asia;Czechia;Opioids;Heroin;;Retail;2022;;$34,35;$51,53;Grams
Europe;Western and Central Europe;Bulgaria;Opioids;Heroin;;Retail;2020;;$35,13;$40,98;Grams
Europe;Western and Central Europe;Romania;Opioids;Heroin;;Retail;2020;;$35,47;$46,91;Grams
Europe;Western and Central Europe;Italy;Opioids;Heroin;;Retail;2022;;$38,29;$47,89;Grams
Europe;Western and Central Europe;Thailand;Opioids;Heroin;;Retail;2022;;$41,01;$51,27;Grams
Europe;Western and Central Europe;Romania;Opioids;Heroin;;Retail;2022;;$42,15;$53,74;Grams
Asia;East and South-East Asia;Czechia;Opioids;Heroin;;Retail;2020;;$43,14;$86,27;Grams
Asia;East and South-East Asia;Italy;Opioids;Heroin;;Retail;2021;;$44,02;$53,80;Grams
Asia;East and South-East Asia;Czechia;Opioids;Heroin;;Retail;2021;;$46,26;$78,65;Grams
Asia;East and South-East Asia;Romania;Opioids;Heroin;;Retail;2019;;$47,20;$58,99;Gram
Europe;South-Eastern Europe;Singapore;Opioids;Heroin;;Retail;2022;;$50,89;$101,78;Grams
Europe;Eastern Europe;Italy;Opioids;Heroin;;Retail;2023;;$52,89;$63,39;Grams
Africa;North Africa;Czechia;Opioids;Heroin;;Retail;2023;;$54,05;;
Africa;North Africa;Australia;Opioids;Heroin;;Retail;2022;;$55,63;$69,54;Units
Africa;Southern Africa;Lithuania;Opioids;Heroin;;Retail;2021;;$59,31;$94,90;Grams
Asia;Central Asia and Transcaucasia;Australia;Opioids;Heroin;;Retail;2021;;$60,20;$75,24;Units
Europe;South-Eastern Europe;Singapore;Opioids;Heroin;;Retail;2023;;$78,38;$78,38;Grams
Asia;East and South-East Asia;Ukraine;Opioids;Heroin;;Retail;2023;;$130,00;$200,00;Grams
Europe;South-Eastern Europe;Finland;Opioids;Heroin;White;Retail;2019;;$167,97;$223,96;Gram
Asia;Central Asia and Transcaucasia;Finland;Opioids;Heroin;;Retail;2020;;$183,07;$251,72;Grams
Europe;South-Eastern Europe;Australia;Opioids;Heroin;;Retail;2020;;$276,24;$345,30;Grams
Europe;South-Eastern Europe;Australia;Opioids;Heroin;;Retail;2019;;$278,36;$487,13;Gram
Europe;South-Eastern Europe;Mauritius;Opioids;Heroin;;Retail;2020;;$390,61;;Grams
Europe;South-Eastern Europe;Uzbekistan;Opioids;Heroin;;Retail;2022;;$19.000,00;$29.000,00;Kilograms
Europe;South-Eastern Europe;Uzbekistan;Opioids;Heroin;;Retail;2023;;$19.000,00;$29.000,00;Kilograms
Asia;Central Asia and Transcaucasia;Uzbekistan;Opioids;Heroin;;Retail;2019;;$30.000,00;$60.000,00;Kilogram
Americas;North America;Zambia;Opioids;Heroin;;Retail;2022;$1,78;$1,48;$2,37;Grams
Europe;South-Eastern Europe;Myanmar;Opioids;Heroin;;Retail;2022;$1,82;;;Grams
Europe;South-Eastern Europe;Ecuador;Opioids;Heroin;;Retail;2019;$4,70;$2,00;$12,50;Gram
Asia;Near and Middle East/ South-West Asia;Malaysia;Opioids;Heroin;Heroin no 3;Retail;2019;$7,23;$4,82;$9,65;Gram
Asia;South Asia;Syrian Arab Republic;Opioids;Heroin;;Retail;2022;$9,00;$7,00;$11,00;Grams
Asia;East and South-East Asia;Syrian Arab Republic;Opioids;Heroin;;Retail;2021;$9,00;$8,70;$9,50;Grams
Europe;Western and Central Europe;Ecuador;Opioids;Heroin;;Retail;2020;$9,50;$7,00;$15,00;Grams
Europe;South-Eastern Europe;Lebanon;Opioids;Heroin;;Retail;2019;$10,00;$8,00;$20,00;Gram
Europe;South-Eastern Europe;Mexico;Opioids;Heroin;;Retail;2019;$11,07;$4,63;$41,18;Dose
Europe;Western and Central Europe;United Kingdom;Opioids;Heroin;;Retail;2020;$12,85;$12,85;$12,85;Units
Asia;East and South-East Asia;Türkiye;Opioids;Heroin;;Retail;2022;$13,23;;;Grams
Europe;South-Eastern Europe;Thailand;Opioids;Heroin;;Retail;2021;$13,50;;;Grams
Europe;Western and Central Europe;Türkiye;Opioids;Heroin;;Retail;2023;$14,13;;;Grams
Europe;Western and Central Europe;Spain;Opioids;Heroin;;Retail;2020;$14,73;$14,44;$15,03;Units
Europe;Western and Central Europe;Syrian Arab Republic;Opioids;Heroin;;Retail;2023;$15,00;$12,00;$20,00;Grams
Europe;South-Eastern Europe;Spain;Opioids;Heroin;;Retail;2022;$15,05;;;Grams
Asia;East and South-East Asia;Myanmar;Opioids;Heroin;;Retail;2023;$15,95;;;Grams
Europe;Western and Central Europe;Montenegro;Opioids;Heroin;;Retail;2023;$16,22;$10,81;$32,43;Grams
Europe;Western and Central Europe;Luxembourg;Opioids;Heroin;;Retail;2023;$16,22;$16,22;$16,22;Grams
Oceania;Australia and New Zealand;Spain;Opioids;Heroin;;Retail;2021;$16,23;;;
Europe;Western and Central Europe;Portugal;Opioids;Heroin;;Retail;2022;$17,50;;;Grams
Oceania;Australia and New Zealand;Montenegro;Opioids;Heroin;;Retail;2021;$17,79;$17,79;$23,72;Grams
Asia;East and South-East Asia;Iran (Islamic Republic of);Opioids;Heroin;;Retail;2019;$18,27;;;Gram
Europe;Eastern Europe;Greece;Opioids;Heroin;;Retail;2022;$19,49;$12,64;$26,34;Grams
Europe;Western and Central Europe;Greece;Opioids;Heroin;Brown;Retail;2019;$19,60;$13,44;$28,00;Gram
Europe;Western and Central Europe;Portugal;Opioids;Heroin;;Retail;2020;$19,60;$4,66;$39,57;Grams
Oceania;Australia and New Zealand;Myanmar;Opioids;Heroin;;Retail;2019;$19,63;;;Gram
Oceania;Australia and New Zealand;Portugal;Opioids;Heroin;;Retail;2023;$19,74;;;Grams
Africa;East Africa;Russian Federation;Opioids;Heroin;;Retail;2019;$19,96;$15,35;$23,03;Gram
Asia;Central Asia and Transcaucasia;Belgium;Opioids;Heroin;;Retail;2023;$20,00;$10,81;$53,51;Grams
Asia;Central Asia and Transcaucasia;Greece;Opioids;Heroin;;Retail;2023;$20,00;$12,97;$27,03;Grams
Asia;Central Asia and Transcaucasia;Kyrgyzstan;Opioids;Heroin;;Retail;2022;$20,00;$14,00;$26,00;Grams
Africa;Southern Africa;Tajikistan;Opioids;Heroin;;Retail;2023;$20,00;$40,00;$80,00;Grams
Asia;East and South-East Asia;Belgium;Opioids;Heroin;;Retail;2022;$20,02;$10,54;$32,98;Grams
Americas;South America;Morocco;Opioids;Heroin;;Retail;2019;$20,77;;;Gram
Asia;East and South-East Asia;Belgium;Opioids;Heroin;;Retail;2020;$21,17;$13,50;$34,32;Grams
Asia;Near and Middle East/ South-West Asia;Greece;Opioids;Heroin;;Retail;2020;$21,17;$13,73;$28,60;Grams
Asia;Near and Middle East/ South-West Asia;Türkiye;Opioids;Heroin;;Retail;2020;$21,59;;;Grams
Americas;South America;Türkiye;Opioids;Heroin;;Retail;2019;$21,64;;;Gram
Asia;Near and Middle East/ South-West Asia;Greece;Opioids;Heroin;;Retail;2021;$21,95;$14,23;$29,66;Grams
Americas;North America;Myanmar;Opioids;Heroin;;Retail;2021;$22,09;;;Grams
Europe;Western and Central Europe;Morocco;Opioids;Heroin;;Retail;2021;$22,32;$20,09;$25,67;Grams
Europe;South-Eastern Europe;Kyrgyzstan;Opioids;Heroin;;Retail;2023;$22,50;$17,00;$28,00;Grams
Asia;East and South-East Asia;Belgium;Opioids;Heroin;;Retail;2019;$22,84;$8,40;$44,79;Gram
Europe;South-Eastern Europe;Morocco;Opioids;Heroin;;Retail;2023;$24,66;$19,73;$39,46;Grams
Europe;Western and Central Europe;Morocco;Opioids;Heroin;;Retail;2022;$24,68;$19,75;$44,43;Grams
Asia;Near and Middle East/ South-West Asia;Portugal;Opioids;Heroin;;Retail;2021;$24,80;;;Grams
Europe;Western and Central Europe;Tajikistan;Opioids;Heroin;;Retail;2019;$25,00;$20,00;$30,00;Gram
Asia;East and South-East Asia;Myanmar;Opioids;Heroin;;Retail;2020;$25,35;;;Grams
Europe;South-Eastern Europe;Mexico;Opioids;Heroin;;Retail;2021;$25,38;;;Grams
Europe;Western and Central Europe;Mexico;Opioids;Heroin;;Retail;2021;$25,38;;;Grams
Europe;Western and Central Europe;Mexico;Opioids;Heroin;;Retail;2021;$25,38;$1,50;$40,00;Grams
Europe;Western and Central Europe;Luxembourg;Opioids;Heroin;;Retail;2022;$25,76;$10,54;$63,22;Grams
Europe;South-Eastern Europe;Bosnia and Herzegovina;Opioids;Heroin;;Retail;2022;$26,34;$21,07;$31,61;Grams
Asia;Near and Middle East/ South-West Asia;Portugal;Opioids;Heroin;;Retail;2019;$27,16;$7,47;$55,99;Gram
Europe;Western and Central Europe;Belgium;Opioids;Heroin;;Retail;2021;$27,28;$11,86;$43,89;Grams
Europe;Western and Central Europe;Greece;Opioids;Heroin;White;Retail;2019;$28,00;$22,40;$33,59;Gram
Europe;Western and Central Europe;Israel;Opioids;Heroin;;Retail;2020;$29,22;$29,22;$29,22;Grams
Asia;East and South-East Asia;France;Opioids;Heroin;;Retail;2023;$30,27;$23,78;$36,76;Grams
Europe;Western and Central Europe;Israel;Opioids;Heroin;;Retail;2021;$30,88;;;Units
Europe;Eastern Europe;Zambia;Opioids;Heroin;;Retail;2019;$31,16;$23,37;$46,74;Gram
Europe;Western and Central Europe;Slovenia;Opioids;Heroin;;Retail;2022;$31,61;$21,07;$42,15;Grams
Europe;Western and Central Europe;France;Opioids;Heroin;;Retail;2022;$31,61;$24,24;$42,15;Grams
Asia;Central Asia and Transcaucasia;Croatia;Opioids;Heroin;;Retail;2020;$32,04;$20,59;$43,48;Grams
Asia;Central Asia and Transcaucasia;Bulgaria;Opioids;Heroin;;Retail;2022;$32,33;$26,94;$37,72;Grams
Europe;Western and Central Europe;Slovenia;Opioids;Heroin;;Retail;2023;$32,43;$21,62;$43,24;Grams
Africa;North Africa;Croatia;Opioids;Heroin;;Retail;2021;$33,21;$23,72;$45,08;Grams
Europe;Western and Central Europe;Kenya;Opioids;Heroin;;Retail;2022;$34,04;;;Grams
Europe;Western and Central Europe;Slovenia;Opioids;Heroin;;Retail;2020;$34,32;$22,88;$45,77;Grams
Europe;South-Eastern Europe;Hungary;Opioids;Heroin;;Retail;2019;$34,37;$24,06;$85,94;Grams
Europe;South-Eastern Europe;Slovenia;Opioids;Heroin;;Retail;2021;$35,59;$23,72;$47,45;Grams
Europe;Western and Central Europe;France;Opioids;Heroin;;Retail;2021;$35,59;$27,28;$47,45;Grams
Asia;East and South-East Asia;United Arab Emirates;Opioids;Heroin;;Retail;2022;$35,94;;;Grams
Africa;North Africa;Bulgaria;Opioids;Heroin;;Retail;2019;$37,21;$34,34;$40,07;Gram
Asia;Central Asia and Transcaucasia;France;Opioids;Heroin;;Retail;2020;$37,76;$26,32;$45,77;Grams
Europe;Western and Central Europe;Ecuador;Opioids;Heroin;;Retail;2021;$39,00;;;Grams
Africa;North Africa;Kazakhstan;Opioids;Heroin;;Retail;2019;$39,18;$10,45;$91,43;Gram
Africa;North Africa;France;Opioids;Heroin;;Retail;2019;$39,19;$28,00;$44,79;Gram
Europe;Western and Central Europe;Bulgaria;Opioids;Heroin;;Retail;2021;$39,44;$36,41;$42,48;Kilograms
Asia;Central Asia and Transcaucasia;Belarus;Opioids;Heroin;;Retail;2019;$40,00;$30,00;$50,00;Gram
Asia;East and South-East Asia;Liechtenstein;Opioids;Heroin;;Retail;2019;$40,20;$35,18;$50,25;Gram
