Prices of drugs, 2019-2023;;;;;;;;;;;
Region;SubRegion;Country/Territory;DrugGroup;Drug;Specify;LevelOfSale;Year;Typical_USD;Minimum_USD;Maximum_USD;Unit
Europe;Western and Central Europe;Germany;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2022;$5.335,09;$3.241,31;$7.384,62;Kilograms
Europe;Western and Central Europe;Belgium;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2023;$5.405,41;$3.186,49;$7.037,84;Kilograms
Asia;Near and Middle East/ South-West Asia;Germany;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2023;$5.444,32;$3.490,81;$7.068,11;Kilograms
Oceania;Australia and New Zealand;Sweden;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2022;$5.466,11;$3.229,97;$6.956,87;Kilograms
Europe;Western and Central Europe;France;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$5.491,99;$4.004,58;$6.292,91;Kilograms
Europe;South-Eastern Europe;Belgium;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$5.514,87;$4.256,29;$6.922,20;Kilograms
Europe;Western and Central Europe;Australia;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$5.524,86;$2.762,43;$5.524,86;Kilograms
Europe;South-Eastern Europe;Germany;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$5.954,23;$3.578,95;$8.487,41;Kilograms
Asia;East and South-East Asia;Germany;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2021;$5.967,97;$4.946,62;$8.303,68;Kilograms
Asia;Near and Middle East/ South-West Asia;Belgium;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2021;$6.205,22;$4.863,58;$7.590,75;Kilograms
Europe;Western and Central Europe;Sweden;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$6.271,13;$3.271,89;$8.725,05;Kilograms
Europe;Western and Central Europe;Finland;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2022;$6.322,44;$4.214,96;$13.698,63;Kilograms
Europe;South-Eastern Europe;Norway;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2023;$6.638,85;$4.267,83;$9.484,07;Kilograms
Europe;Western and Central Europe;Sweden;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2021;$7.020,01;$4.095,00;$8.190,01;Kilograms
Europe;Western and Central Europe;Estonia;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$8.009,15;$6.864,99;$10.297,48;Kilograms
Europe;Western and Central Europe;Qatar;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$8.178,84;;$9.541,98;Kilograms
Europe;South-Eastern Europe;Estonia;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2021;$8.303,68;$7.117,44;$10.676,16;Kilograms
Americas;Caribbean;Estonia;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2022;$8.429,93;$3.161,22;$9.483,67;Kilograms
Asia;Near and Middle East/ South-West Asia;Ireland;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2022;$8.429,93;$6.322,44;$10.537,41;Kilograms
Europe;Eastern Europe;Estonia;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2023;$8.648,65;$3.243,24;$9.729,73;Kilograms
Europe;South-Eastern Europe;Ireland;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2023;$8.648,65;$6.486,49;$10.810,81;Kilograms
Europe;Western and Central Europe;China, Hong Kong SAR;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2021;$8.804,53;$7.994,47;$9.805,69;Kilograms
Asia;East and South-East Asia;China, Hong Kong SAR;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2022;$8.839,99;$8.353,59;$9.332,65;Kilograms
Europe;Western and Central Europe;Ireland;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2020;$9.153,32;$6.864,99;$11.441,65;Kilograms
Europe;Western and Central Europe;Ireland;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2021;$9.489,92;$7.117,44;$11.862,40;Kilograms
Europe;Western and Central Europe;China, Hong Kong SAR;Cannabis-type drugs;Cannabis herb (marijuana);;Wholesale;2023;$10.281,33;$6.941,74;$13.415,10;Kilograms
Europe;Western and Central Europe;Croatia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;;$2,11;$10,54;Grams
Europe;Western and Central Europe;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$3,17;$5,28;Grams
Europe;Western and Central Europe;Andorra;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$3,43;$11,44;Grams
Europe;Western and Central Europe;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;;$5,00;$10,00;Grams
Europe;Western and Central Europe;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$8,00;$10,00;Units
Europe;Western and Central Europe;Czechia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$8,58;$12,93;Grams
Europe;Western and Central Europe;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;;$10,54;$13,41;Grams
Europe;Western and Central Europe;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;;$10,68;$17,79;Grams
Europe;Western and Central Europe;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;;$11,30;$14,13;Grams
Europe;Western and Central Europe;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;;$11,85;$14,99;Grams
Europe;Western and Central Europe;Czechia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;;$13,51;;Grams
Europe;Western and Central Europe;Ukraine;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;;$16,22;;Grams
Oceania;Australia and New Zealand;Bulgaria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$17,56;$23,42;Kilograms
Europe;Western and Central Europe;Finland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$22,88;$28,60;Grams
Europe;Western and Central Europe;Ukraine;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;;$23,12;$23,12;Grams
Europe;Western and Central Europe;Mongolia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;;$23,14;$144,63;Grams
Europe;Western and Central Europe;Oman;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$26,04;$39,06;Grams
Europe;Western and Central Europe;Egypt;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$76,10;$95,13;Units
Europe;Western and Central Europe;Mauritius;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;;$78,12;;Grams
Europe;Western and Central Europe;Uzbekistan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;;$6.500,00;$14.000,00;Kilograms
Europe;Western and Central Europe;Uzbekistan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;;$6.500,00;$14.000,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$1,48;$0,99;$1,97;Grams
Europe;Western and Central Europe;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$1,48;$0,99;$1,97;Grams
Europe;Western and Central Europe;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$1,67;$1,12;$2,23;Grams
Europe;Western and Central Europe;Philippines;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$3,23;$3,05;$4,04;Grams
Europe;Western and Central Europe;Portugal;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$3,63;;;Grams
Europe;Western and Central Europe;Portugal;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$4,03;;;Grams
Asia;East and South-East Asia;Philippines;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$4,04;;;Grams
Asia;East and South-East Asia;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$4,25;$4,25;$4,25;Grams
Europe;Western and Central Europe;Croatia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$4,58;$2,29;$11,44;Grams
Europe;Western and Central Europe;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$4,60;$4,21;$6,64;Grams
Asia;East and South-East Asia;Croatia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$4,74;$2,37;$11,86;Grams
Europe;South-Eastern Europe;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$5,11;$4,47;$5,88;Grams
Africa;North Africa;Andorra;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$5,27;$4,74;$8,43;Grams
Europe;Western and Central Europe;Andorra;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$5,41;$5,41;$8,65;Grams
Asia;Central Asia and Transcaucasia;Israel;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$5,84;$2,92;$5,84;Grams
Asia;Central Asia and Transcaucasia;Portugal;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$6,00;$0,43;$13,35;Grams
Europe;Western and Central Europe;Tajikistan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$6,00;$3,00;$10,00;Grams
Europe;Western and Central Europe;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$6,32;;;Grams
Europe;Western and Central Europe;Spain;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$6,38;$6,32;$6,44;Grams
Europe;Western and Central Europe;United Kingdom;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$6,43;$6,43;$6,43;Grams
Europe;Western and Central Europe;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$6,49;;;Grams
Europe;Western and Central Europe;China, Hong Kong SAR;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$6,70;$3,48;$8,51;Grams
Europe;Eastern Europe;Portugal;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$6,82;;;Grams
Europe;South-Eastern Europe;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$6,86;$4,58;$9,15;Grams
Europe;Western and Central Europe;State of Palestine;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$7,00;;;Grams
Europe;Eastern Europe;Tajikistan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$7,00;$6,00;$10,00;Grams
Asia;East and South-East Asia;Ireland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$7,12;$4,74;$9,49;Grams
Asia;Near and Middle East/ South-West Asia;Spain;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$7,26;;;Grams
Africa;North Africa;Ukraine;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$7,67;;;Grams
Africa;East Africa;France;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$8,43;$6,32;$10,54;Grams
Asia;Central Asia and Transcaucasia;France;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$8,65;$6,49;$11,89;Grams
Asia;Central Asia and Transcaucasia;Denmark;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$8,71;$5,81;$11,61;Grams
Africa;North Africa;France;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$9,15;$6,86;$11,44;Grams
Africa;North Africa;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$9,42;$3,30;$15,54;Grams
Africa;North Africa;France;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$9,49;$7,12;$11,86;Grams
Asia;East and South-East Asia;Slovenia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$9,49;$8,30;$11,86;Grams
Europe;Western and Central Europe;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$9,69;$6,32;$11,59;Grams
Europe;Western and Central Europe;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$9,91;$6,53;$15,28;Grams
Asia;East and South-East Asia;Poland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$10,11;$6,97;$17,98;Grams
Asia;East and South-East Asia;Poland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$10,14;$6,50;$20,79;Grams
Europe;South-Eastern Europe;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$10,27;$4,32;$16,22;Grams
Asia;East and South-East Asia;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$10,30;$6,06;$11,44;Grams
Europe;South-Eastern Europe;Hungary;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2019;$10,31;$6,87;$13,75;Grams
Asia;East and South-East Asia;Slovakia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$10,54;$5,27;$26,34;Grams
Europe;Western and Central Europe;Slovenia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$10,54;$7,38;$10,54;Grams
Europe;Western and Central Europe;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$10,54;$8,43;$12,64;Grams
Asia;Near and Middle East/ South-West Asia;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$10,59;$6,27;$16,54;Grams
Europe;Western and Central Europe;Denmark;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$10,68;$5,93;$15,42;Grams
Asia;Central Asia and Transcaucasia;Hungary;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$10,75;$7,53;$13,44;Grams
Europe;Western and Central Europe;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$10,81;$6,06;$16,22;Grams
Europe;Western and Central Europe;Slovenia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$10,81;$7,57;$10,81;Grams
Europe;Western and Central Europe;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$10,98;$6,75;$16,59;Grams
Europe;Western and Central Europe;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$11,03;$3,28;$19,88;Grams
Asia;East and South-East Asia;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$11,06;$6,32;$15,81;Grams
Europe;Western and Central Europe;Belgium;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$11,15;$7,47;$13,52;Grams
Europe;Western and Central Europe;Norway;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$11,38;$9,48;$18,97;Grams
Asia;Near and Middle East/ South-West Asia;Germany;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$11,39;$9,13;$13,88;Grams
Asia;Central Asia and Transcaucasia;Netherlands;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$11,41;;$21,62;Grams
Europe;Western and Central Europe;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$11,44;;;Grams
Europe;Western and Central Europe;Hungary;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$11,57;$8,27;$19,84;Grams
Europe;Eastern Europe;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$12,01;$6,86;$17,16;Grams
Europe;Western and Central Europe;Denmark;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$12,28;$9,21;$15,34;Grams
Europe;Western and Central Europe;Austria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$12,46;$7,12;$17,79;Grams
Europe;Western and Central Europe;Poland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$12,55;$10,24;$15,36;Grams
Europe;Western and Central Europe;Romania;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$12,64;$12,64;$17,91;Grams
Europe;Western and Central Europe;Poland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$12,84;$5,94;$16,64;Grams
Europe;Western and Central Europe;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$12,97;$10,81;$16,22;Grams
Europe;Western and Central Europe;Netherlands;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$13,20;;;Grams
Europe;Western and Central Europe;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$13,22;$5,85;$23,40;Grams
Europe;Western and Central Europe;Sweden;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$13,63;$8,73;$24,54;Grams
Europe;Western and Central Europe;Romania;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$13,73;$13,73;$19,45;Grams
Europe;Western and Central Europe;United Kingdom;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$13,76;$7,92;$13,76;Grams
Europe;Western and Central Europe;Netherlands;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$13,93;;;Grams
Europe;Western and Central Europe;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$14,50;$6,00;$23,00;Grams
Europe;Western and Central Europe;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$14,50;$6,00;$23,00;Grams
Europe;Western and Central Europe;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$14,58;$12,91;$16,25;Grams
Europe;Western and Central Europe;United Arab Emirates;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$14,97;;;Grams
Europe;Western and Central Europe;United Arab Emirates;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$14,97;;;Grams
Europe;Western and Central Europe;Israel;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$15,44;;;Grams
Europe;Western and Central Europe;Latvia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$15,81;$15,81;$21,07;Grams
Europe;Western and Central Europe;State of Palestine;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$16,00;;;Grams
Europe;Western and Central Europe;Montenegro;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$16,22;$10,81;$32,43;Grams
Europe;Western and Central Europe;Slovakia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$17,16;$11,44;$34,32;Grams
Europe;Western and Central Europe;Slovakia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$17,79;$5,93;$35,59;Grams
Europe;Western and Central Europe;Latvia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$17,79;$17,79;$23,72;Grams
Europe;Western and Central Europe;United Arab Emirates;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$19,19;;;Grams
Europe;Western and Central Europe;Bulgaria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$19,36;$16,59;$22,12;Grams
Europe;Western and Central Europe;Saudi Arabia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$21,00;;;Grams
Europe;Western and Central Europe;Finland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$21,07;$8,43;$31,61;Grams
Europe;Western and Central Europe;Estonia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$21,07;$15,81;$21,07;Grams
Europe;Western and Central Europe;Bulgaria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$21,24;$18,20;$24,27;Kilograms
Europe;Western and Central Europe;Czechia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$21,50;;;Grams
Europe;Western and Central Europe;Estonia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$21,62;$11,35;$21,62;Grams
Europe;Western and Central Europe;China;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$23,23;;;Grams
Europe;Western and Central Europe;Finland;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$23,72;;;Grams
Europe;Western and Central Europe;Estonia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$23,72;$17,79;$23,72;Grams
Europe;South-Eastern Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$26,34;$15,81;$36,88;Grams
Europe;Western and Central Europe;Slovakia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$27,03;$7,57;$64,86;Grams
Europe;Western and Central Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$27,03;$16,22;$37,84;Grams
Europe;Western and Central Europe;Saudi Arabia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$27,44;$8,79;$53,28;Grams
Europe;Western and Central Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$28,60;$17,16;$40,05;Grams
Europe;Western and Central Europe;Greece;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$29,66;$17,79;$41,52;Grams
Europe;South-Eastern Europe;Belarus;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$40,00;$38,00;$45,00;Grams
Europe;Western and Central Europe;Belarus;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$40,00;$38,00;$45,00;Grams
Europe;Western and Central Europe;Armenia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$46,33;$38,61;$51,48;Grams
Asia;Central Asia and Transcaucasia;Mongolia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$48,12;;;Grams
Asia;Central Asia and Transcaucasia;Uzbekistan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$50,00;;;Grams
Europe;Western and Central Europe;Armenia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$57,75;$50,82;$64,68;Grams
Asia;Near and Middle East/ South-West Asia;Mauritius;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$73,57;;;
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$85,00;$80,00;$95,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Syrian Arab Republic;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$85,00;$80,00;$95,00;Kilograms
Europe;Western and Central Europe;Japan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$91,28;;;Grams
Asia;Near and Middle East/ South-West Asia;Japan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$93,94;;;Grams
Europe;South-Eastern Europe;Republic of Korea;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$100,00;;;Grams
Europe;Western and Central Europe;Republic of Korea;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$101,72;$101,72;$101,72;Grams
Europe;Western and Central Europe;Republic of Korea;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$105,38;$105,38;$105,38;Grams
Europe;Western and Central Europe;Republic of Korea;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$120,00;;;Grams
Asia;Near and Middle East/ South-West Asia;Gambia;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$194,94;$179,14;$216,02;Grams
Europe;South-Eastern Europe;Syrian Arab Republic;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$250,00;$200,00;$300,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Qatar;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$685,12;;;Grams
Europe;Western and Central Europe;India;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2020;$2.320,87;;;Kilograms
Europe;Western and Central Europe;India;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$2.440,91;;;Kilograms
Europe;South-Eastern Europe;Tajikistan;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$2.500,00;$800,00;$3.000,00;Kilograms
Europe;Western and Central Europe;State of Palestine;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$3.000,00;$2.500,00;$4.000,00;Kilograms
Europe;Western and Central Europe;India;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$3.061,30;;;Kilograms
Asia;East and South-East Asia;United Kingdom;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$3.559,95;$3.559,95;$12.360,94;Kilograms
Europe;Western and Central Europe;Brazil;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$4.476,17;;;Kilograms
Europe;Western and Central Europe;Algeria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2021;$4.844,93;$4.472,24;$5.217,61;Kilograms
Europe;Western and Central Europe;Algeria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2023;$7.008,38;$6.270,66;$8.114,97;Kilograms
Europe;Western and Central Europe;Algeria;Cannabis-type drugs;Cannabis resin (hashish);;Retail;2022;$7.060,50;$3.883,28;$105.907,52;Kilograms
Europe;Western and Central Europe;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;;$2,50;$3,85;Grams
Asia;Near and Middle East/ South-West Asia;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$3,21;$4,48;Kilograms
Europe;Western and Central Europe;Egypt;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;;$3,43;$3,95;Kilograms
Europe;Western and Central Europe;Kazakhstan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$4,70;$7,05;Grams
Europe;Eastern Europe;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$5,93;$9,49;Grams
Europe;Eastern Europe;Lithuania;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;;$10,30;$17,16;Grams
Asia;Central Asia and Transcaucasia;Senegal;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$18,09;$27,14;
Asia;East and South-East Asia;Australia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;;$33,18;$53,09;Grams
Asia;Central Asia and Transcaucasia;Australia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;;$34,77;$55,63;Grams
Asia;Central Asia and Transcaucasia;Australia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$37,62;$60,20;Grams
Africa;East Africa;Timor-Leste;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;;$200,00;$300,00;Grams
Asia;Near and Middle East/ South-West Asia;Morocco;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;;$316,66;$527,76;Kilograms
Asia;Near and Middle East/ South-West Asia;Kazakhstan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;;$600,98;$1.201,96;Kilograms
Asia;East and South-East Asia;Azerbaijan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;;$1.000,00;$1.500,00;Kilograms
Asia;East and South-East Asia;Azerbaijan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$1.179,94;$1.474,93;Kilograms
Asia;East and South-East Asia;Egypt;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;;$1.309,71;$2.946,86;
Asia;East and South-East Asia;Uruguay;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$1.542,11;$2.253,86;Kilograms
Asia;East and South-East Asia;Azerbaijan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;;$2.000,00;$3.000,00;Kilograms
Asia;East and South-East Asia;Azerbaijan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2020;;$2.358,49;$2.948,11;Kilograms
Africa;West and Central Africa;Kyrgyzstan;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$2.500,00;$3.000,00;Kilograms
Asia;Near and Middle East/ South-West Asia;Egypt;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2021;;$2.553,46;$5.106,93;Kilograms
Asia;Near and Middle East/ South-West Asia;Italy;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2023;;$2.567,23;$3.837,38;Kilograms
Asia;South Asia;Croatia;Cannabis-type drugs;Cannabis resin (hashish);;Wholesale;2022;;$3.793,47;$4.847,21;Kilograms
